"particle_id","sample_id","max_cor_val","bad_spectra","material_class","area_um2","perimeter_um","max_length_um","min_length_um","aspect_ratio","circularity","centroid_x","centroid_y","first_x","first_y","acc_analy_conf","max_cor_name","mean_snr","r","g","b","count","mean_length","size_class","client_id","sample_prop","Client_ID_MSSupdate","sample_type","material_simple","sample_or_blank","sample_location","sample_depth_general","date_raw","date","shape","length_um","width_um","polymer_density_group","density_g_cm3","density_source_note","buoyancy_freshwater","buoyancy_marine","r_med","height_um","V_um3","mass_ug","mass_ug_fixed_density_1.1"
350,"MBMS_02_07DEC23_PreDS_1of1_lft",0.648491391,TRUE,"poly(propylene)",1875,85.35533906,60.35533906,31.06601718,1.942809042,0.309207662,991.6666667,8033.333333,975,8025,"confident","dfae3b1664eee9371630f71bcd6979fb",0.007287287,102,104,103,1,45.71067812,"<212 µm",2,1,"CRR20231207SS_1","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",60.35533906,31.06601718,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,15.53300859,15249.4955244389,13724.5459719951,16774.4450768828
109,"MBMS_02_07DEC23_PreDS_1of1_lft",0.629537098,TRUE,"poly(propylene)",6875,251.6123776,131.0660172,52.4544817,2.498661943,0.73279321,6104.545455,9490.909091,6075,9450,"confident","d90d8f2ecc800ec3ac907f5d6e4e1f8f",0.007125072,127,130,135,1,91.76024944,"<212 µm",2,1,"CRR20231207SS_1","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",131.0660172,52.4544817,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,26.22724085,94411.2894848644,84970.160536378,103852.418433351
290,"MBMS_02_07DEC23_PreDS_1of1_lft",0.62979612,TRUE,"poly(propylene)",1250,50,50,25,2,0.159154943,2200,12762.5,2200,12750,"confident","65c63f6893bc69eb258cbe46650d8834",0.006266826,89,90,92,1,37.5,"<212 µm",2,1,"CRR20231207SS_1","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",50,25,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,12.5,8181.23086872342,7363.10778185108,8999.35395559576
25,"MBMS_02_07DEC23_PreDS_1of1_rt",0.633090266,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",15000,437.4618376,200,75,2.666666667,1.015264551,6366.666667,10958.33333,6375,10900,"confident","efa809db82b5581d1d225f43f59edae4",0.00792153,128,131,136,1,137.5,"<212 µm",2,1,"CRR20231207SS_1","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",200,75,"styrenic polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,37.5,294524.311274043,309250.526837745,323976.742401447
260,"MBMS_02_07DEC23_PreDS_1of1_rt",0.632328088,TRUE,"poly(propylene)",32500,986.8168038,400,81.25,4.923076923,2.384404031,445.1923077,11668.26923,475,11500,"confident","d90d8f2ecc800ec3ac907f5d6e4e1f8f",0.007259982,129,133,132,1,240.625,"212-500 µm",2,1,"CRR20231207SS_1","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fiber",400,81.25,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.286474508437567,23.2760538105524,2073942.02522139,1866547.82269925,2281336.22774353
175,"MBMS_02_07DEC23_PreDS_1of1_rt",0.646708416,TRUE,"poly(esters/ethers/diglycidylethers/terephthalates)s",171875,1919.208064,786.9875327,218.39609,3.603487282,1.705381487,1890.545455,12166.72727,1850,11900,"confident","6b1c34973198a78adadce1f6956c47a4",0.014021543,113,117,116,1,502.6918113,">500 µm",2,1,"CRR20231207SS_1","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fiber",786.9875327,218.39609,"polyester/PET",1.38,"TODO(cite): polymer density handbook/default table","settling","settling",0.286474508437567,62.5649125274367,29481355.749926,40684270.9348979,32429491.3249186
236,"MBMS_02_07DEC23_PreDS_1of1_rt",0.632474019,TRUE,"poly(propylene)",2500,100,60.35533906,41.42135624,1.457106781,0.318309886,987.5,12912.5,975,12900,"confident","cce3572892bb27fca9f7cffdcf5fda00",0.00692289,121,123,122,1,50.88834765,"<212 µm",2,1,"CRR20231207SS_1","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",60.35533906,41.42135624,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,20.71067812,27110.2142656692,24399.1928391023,29821.2356922362
147,"MBMS_04_07DEC23_PreDS_1of3_lft",0.631280243,TRUE,"poly(ethylene)",5625,216.2570385,115.1387819,48.85408641,2.356789172,0.661619218,2600,11083.33333,2600,11050,"confident","c30c4e0ba4cedc0cebe6f8ce319f6f95",0.007964143,108,108,106,1,81.99643415,"<212 µm",4,1,"CRR20231207SD_2","river water","plastic","sample","Carmel","subsurface","20231207",2023-12-07,"fragment",115.1387819,48.85408641,"polyethylene",0.94,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,24.427043205,71943.5807652231,67626.9659193097,79137.9388417454
110,"MBMS_04_07DEC23_PreDS_1of3_rt",0.654226125,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",3750,150,80.90169944,46.35254916,1.745355992,0.477464829,1450,6812.5,1425,6800,"confident","4cc9914d6498f5952a2dfaff98f521d0",0.008137772,117,116,112,1,63.6271243,"<212 µm",4,1,"CRR20231207SD_2","river water","plastic","sample","Carmel","subsurface","20231207",2023-12-07,"fragment",80.90169944,46.35254916,"styrenic polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,23.17627458,45506.5087289159,47781.8341653617,50057.1596018075
145,"MBMS_04_07DEC23_PreDS_3of3_lft",0.651701433,TRUE,"poly(ethylene)",7500,256.0660172,128.0776406,58.55823048,2.187184271,0.695717241,1847.916667,5104.166667,1850,5050,"confident","bacedecf1bd7ea5967ad14752213dbdc",0.010377762,95,98,103,1,93.31793556,"<212 µm",4,1,"CRR20231207SD_2","river water","plastic","sample","Carmel","subsurface","20231207",2023-12-07,"fragment",128.0776406,58.55823048,"polyethylene",0.94,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,29.27911524,114978.816640036,108080.087641633,126476.698304039
164,"MBMS_04_07DEC23_PreDS_3of3_lft",0.659122004,TRUE,"poly(esters/ethers/diglycidylethers/terephthalates)s",6875,235.3553391,115.1387819,59.71055006,1.92828205,0.641158705,697.7272727,6765.909091,675,6725,"confident","73146a7851b9bb3585faa793cc5d5b08",0.008821714,104,105,109,1,87.42466597,"<212 µm",4,1,"CRR20231207SD_2","river water","plastic","sample","Carmel","subsurface","20231207",2023-12-07,"fragment",115.1387819,59.71055006,"polyester/PET",1.38,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,29.85527503,107471.274982271,148310.359475533,118218.402480498
10,"MBMS_04_07DEC23_PreDS_3of3_rt",0.637214133,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",7500,241.4213562,104.0569415,72.07592201,1.443712943,0.618415325,3387.5,9512.5,3375,9475,"confident","fa5cf75f0718982c2afbea8c86fbac56",0.006779104,115,119,120,1,88.06643175,"<212 µm",4,1,"CRR20231207SD_2","river water","plastic","sample","Carmel","subsurface","20231207",2023-12-07,"fragment",104.0569415,72.07592201,"styrenic polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,36.037961005,141520.741932469,148596.779029092,155672.816125716
659,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.655675352,TRUE,"polysiloxanes",1250,50,50,25,2,0.159154943,1025,637.5,1025,625,"confident","abc4c0d7f9fc64f89f91496d2074a8e0",0.007834923,51,53,52,1,37.5,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",50,25,"silicone polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,12.5,8181.23086872342,8590.29241215959,8999.35395559576
188,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.640514191,TRUE,"polysiloxanes",1875,85.35533906,60.35533906,31.06601718,1.942809042,0.309207662,6233.333333,1091.666667,6225,1075,"confident","18387765d942da7e75ee4643d6b219e4",0.006586555,108,109,104,1,45.71067812,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",60.35533906,31.06601718,"silicone polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,15.53300859,15249.4955244389,16011.9703006609,16774.4450768828
165,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.643039319,TRUE,"poly(propylene)",2500,151.6123776,95.71067812,26.1203875,3.664213562,0.731677068,6350,2106.25,6325,2075,"confident","e58b30f5cf6c4238c187f7fd5f8c5f2f",0.006318229,74,76,75,1,60.91553281,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fiber",95.71067812,26.1203875,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.286474508437567,7.48282516926128,51287.2609321644,46158.5348389479,56415.9870253808
439,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.632604693,TRUE,"poly(acrylamide/amid)s",1875,100,75,25,3,0.424413182,3975,2175,3975,2150,"confident","545a606fd60fb9a23c5314f651418487",0.007151798,60,61,55,1,50,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fiber",75,25,"polyamide/acrylamide",1.14,"TODO(cite): polymer density handbook/default table","settling","settling",0.286474508437567,7.16186271093919,36815.5389092554,41969.7143565511,40497.0928001809
346,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.630845771,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",2500,120.7106781,80.90169944,30.90169944,2.618033989,0.463811494,4787.5,2725,4775,2700,"confident","495481dc2137ddedf97e8eb15c15e194",0.007290296,64,69,65,1,55.90169944,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",80.90169944,30.90169944,"styrenic polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,15.45084972,20225.1149906293,21236.3707401608,22247.6264896922
20,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.617769626,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",1250,50,50,25,2,0.159154943,7425,3287.5,7425,3275,"confident","975e5af53ac724c98b816c1935208696",0.007446876,51,76,72,1,37.5,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",50,25,"styrenic polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,12.5,8181.23086872342,8590.29241215959,8999.35395559576
629,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.641279877,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",2500,120.7106781,75,33.33333333,2.25,0.463811494,1431.25,3975,1425,3950,"confident","975e5af53ac724c98b816c1935208696",0.007936281,91,92,86,1,54.16666667,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",75,33.33333333,"styrenic polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,16.666666665,21816.6156455658,22907.4464278441,23998.2772101224
564,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.636096279,TRUE,"poly(propylene)",2500,100,60.35533906,41.42135624,1.457106781,0.318309886,2387.5,4137.5,2375,4125,"confident","a10d32cb1dd62cfd2207e223abe528cb",0.006710352,105,105,103,1,50.88834765,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",60.35533906,41.42135624,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,20.71067812,27110.2142656692,24399.1928391023,29821.2356922362
483,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.615963731,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",1250,50,50,25,2,0.159154943,3425,4862.5,3425,4850,"confident","113bf1b1922bd5a81c86e5657a3f98e5",0.006673231,99,100,102,1,37.5,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",50,25,"styrenic polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,12.5,8181.23086872342,8590.29241215959,8999.35395559576
718,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.601422559,TRUE,"poly(ethylene)",1250,50,50,25,2,0.159154943,0,5012.5,0,5000,"confident","fbed88dde38fde4e0620043809a12d82",0.007070463,183,34,30,1,37.5,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",50,25,"polyethylene",0.94,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,12.5,8181.23086872342,7690.35701660001,8999.35395559576
76,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.655618112,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",1875,85.35533906,60.35533906,31.06601718,1.942809042,0.309207662,7033.333333,5016.666667,7025,5000,"confident","74c4fe421a958e770fef5f50c7a92085",0.006832795,61,61,59,1,45.71067812,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",60.35533906,31.06601718,"styrenic polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,15.53300859,15249.4955244389,16011.9703006609,16774.4450768828
15,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.630755209,TRUE,"poly(propylene)",4375,170.7106781,80.90169944,54.07797402,1.496019422,0.530070278,7432.142857,5275,7425,5250,"confident","4a106905a7fd7aa4d95d5a11972776de",0.007495571,93,113,111,1,67.48983673,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",80.90169944,54.07797402,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,27.03898701,61939.4146588022,55745.473192922,68133.3561246824
620,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.647125692,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",3125,135.3553391,80.90169944,38.6271243,2.094427191,0.466542161,1580,5910,1550,5900,"confident","4cc9914d6498f5952a2dfaff98f521d0",0.008337569,112,117,120,1,59.76441187,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",80.90169944,38.6271243,"styrenic polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,19.31356215,31601.7421728583,33181.8292815012,34761.9163901441
701,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.649097687,TRUE,"poly(propylene)",1875,85.35533906,60.35533906,31.06601718,1.942809042,0.309207662,366.6666667,7983.333333,350,7975,"confident","a10d32cb1dd62cfd2207e223abe528cb",0.00699145,98,99,94,1,45.71067812,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",60.35533906,31.06601718,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,15.53300859,15249.4955244389,13724.5459719951,16774.4450768828
694,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.616080916,TRUE,"poly(propylene)",1250,50,50,25,2,0.159154943,375,9387.5,375,9375,"confident","a10d32cb1dd62cfd2207e223abe528cb",0.006262525,99,100,95,1,37.5,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",50,25,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,12.5,8181.23086872342,7363.10778185108,8999.35395559576
465,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.617786084,TRUE,"poly(ethylene)",1250,50,50,25,2,0.159154943,3600,9437.5,3600,9425,"confident","d7ba92e8ef28596e8f8fa5c9e928eb03",0.00662997,72,73,68,1,37.5,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",50,25,"polyethylene",0.94,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,12.5,8181.23086872342,7690.35701660001,8999.35395559576
400,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.60708589,TRUE,"poly(propylene)",1250,50,50,25,2,0.159154943,4375,9937.5,4375,9925,"confident","a10d32cb1dd62cfd2207e223abe528cb",0.00666914,101,101,99,1,37.5,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",50,25,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,12.5,8181.23086872342,7363.10778185108,8999.35395559576
645,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.644629056,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",1250,50,50,25,2,0.159154943,1187.5,10375,1175,10375,"confident","4cc9914d6498f5952a2dfaff98f521d0",0.006752134,116,118,115,1,37.5,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",50,25,"styrenic polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,12.5,8181.23086872342,8590.29241215959,8999.35395559576
410,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.629921234,TRUE,"poly(ethylene)",1250,50,50,25,2,0.159154943,4225,12287.5,4225,12275,"confident","f09b5b1cae34819389ce9faa10d5f9ce",0.006254184,88,89,84,1,37.5,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",50,25,"polyethylene",0.94,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,12.5,8181.23086872342,7690.35701660001,8999.35395559576
243,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.634638905,TRUE,"poly(propylene)",1875,85.35533906,60.35533906,31.06601718,1.942809042,0.309207662,5808.333333,13516.66667,5800,13500,"confident","a10d32cb1dd62cfd2207e223abe528cb",0.007212479,98,99,93,1,45.71067812,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",60.35533906,31.06601718,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,15.53300859,15249.4955244389,13724.5459719951,16774.4450768828
382,"MBMS_06_07DEC23_Pst1DS_1of1_lft",0.652412053,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",1250,50,50,25,2,0.159154943,4400,14412.5,4400,14400,"confident","975e5af53ac724c98b816c1935208696",0.006160821,64,64,62,1,37.5,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",50,25,"styrenic polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,12.5,8181.23086872342,8590.29241215959,8999.35395559576
29,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.609401284,TRUE,"poly(ethylene)",1875,100,75,25,3,0.424413182,7025,800,7025,775,"confident","fbed88dde38fde4e0620043809a12d82",0.00781355,88,91,98,1,50,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fiber",75,25,"polyethylene",0.94,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.286474508437567,7.16186271093919,36815.5389092554,34606.6065747001,40497.0928001809
312,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.614541074,TRUE,"polysiloxanes",1875,85.35533906,60.35533906,31.06601718,1.942809042,0.309207662,3833.333333,1216.666667,3825,1200,"confident","abc4c0d7f9fc64f89f91496d2074a8e0",0.006872518,146,146,154,1,45.71067812,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",60.35533906,31.06601718,"silicone polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,15.53300859,15249.4955244389,16011.9703006609,16774.4450768828
676,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.652226645,TRUE,"poly(ethylene)",6875,344.1022988,177.0690633,38.82665822,4.560502278,1.370542733,1186.363636,2427.272727,1200,2350,"confident","c30c4e0ba4cedc0cebe6f8ce319f6f95",0.0074171,86,85,91,1,107.9478607,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fiber",177.0690633,38.82665822,"polyethylene",0.94,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.286474508437567,11.1228478278479,209648.904204403,197069.969952139,230613.794624843
747,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.655798773,TRUE,"poly(ethylene)",5000,191.4213562,100,50,2,0.583177701,762.5,3000,750,2975,"confident","caf34cca4abd72124cdc8cdd2b047fa8",0.008226422,70,71,73,1,75,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",100,50,"polyethylene",0.94,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,25,65449.8469497874,61522.8561328001,71994.8316447661
487,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.650056047,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",2500,130.9016994,80.90169944,30.90169944,2.618033989,0.545432104,2606.25,3456.25,2575,3450,"confident","4cc9914d6498f5952a2dfaff98f521d0",0.006153431,122,121,126,1,55.90169944,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",80.90169944,30.90169944,"styrenic polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,15.45084972,20225.1149906293,21236.3707401608,22247.6264896922
574,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.635953921,TRUE,"poly(propylene)",3125,135.3553391,80.90169944,38.6271243,2.094427191,0.466542161,1990,4720,1975,4700,"confident","a10d32cb1dd62cfd2207e223abe528cb",0.007820169,112,113,117,1,59.76441187,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",80.90169944,38.6271243,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,19.31356215,31601.7421728583,28441.5679555724,34761.9163901441
314,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.655743172,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",3125,135.3553391,80.90169944,38.6271243,2.094427191,0.466542161,3805,5185,3775,5175,"confident","975e5af53ac724c98b816c1935208696",0.006927482,126,127,132,1,59.76441187,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",80.90169944,38.6271243,"styrenic polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,19.31356215,31601.7421728583,33181.8292815012,34761.9163901441
237,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.627167393,TRUE,"poly(propylene)",1250,50,50,25,2,0.159154943,4400,6062.5,4400,6050,"confident","a10d32cb1dd62cfd2207e223abe528cb",0.006565238,81,82,86,1,37.5,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",50,25,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,12.5,8181.23086872342,7363.10778185108,8999.35395559576
267,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.636500411,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",5000,211.8033989,115.1387819,43.42585459,2.651387819,0.713979894,4203.125,6215.625,4175,6175,"confident","cce0d2d60e9692bf67c3bd3cebb6e043",0.007624276,127,127,127,1,79.28231824,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",115.1387819,43.42585459,"styrenic polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,21.712927295,56844.3107368041,59686.5262736443,62528.7418104845
285,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.651650004,TRUE,"poly(propylene)",4375,191.4213562,104.0569415,42.04428784,2.474936474,0.666488801,3992.857143,6389.285714,3975,6350,"confident","d90d8f2ecc800ec3ac907f5d6e4e1f8f",0.00796204,164,165,167,1,73.05061467,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",104.0569415,42.04428784,"polypropylene",0.9,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,21.02214392,48156.3635761518,43340.7272185366,52971.999933767
192,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.632626417,TRUE,"polyacrylonitriles (nitriles)",1250,50,50,25,2,0.159154943,4812.5,7275,4800,7275,"confident","5b750f75e656b881740ba52643fb4d11",0.006137982,92,92,92,1,37.5,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",50,25,"acrylic polymers",1.18,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,12.5,8181.23086872342,9653.85242509363,8999.35395559576
283,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.644472324,TRUE,"polysiloxanes",1875,100,75,25,3,0.424413182,4000,7475,4000,7450,"confident","18387765d942da7e75ee4643d6b219e4",0.007199779,85,89,101,1,50,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fiber",75,25,"silicone polymers",1.05,"TODO(cite): polymer density handbook/default table","settling","settling",0.286474508437567,7.16186271093919,36815.5389092554,38656.3158547182,40497.0928001809
282,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.635494635,TRUE,"poly(acrylamide/amid)s",5000,236.9677166,136.8033989,36.54879953,3.743033989,0.893713872,3996.875,7775,3975,7725,"confident","0ca97d1db865e6a395ed42b568a79753",0.007090086,150,135,140,1,86.6760992,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fiber",136.8033989,36.54879953,"polyamide/acrylamide",1.14,"TODO(cite): polymer density handbook/default table","settling","settling",0.286474508437567,10.4702993793399,143526.800166943,163620.552190314,157879.480183637
863,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.614195353,TRUE,"polyacrylonitriles (nitriles)",2500,100,60.35533906,41.42135624,1.457106781,0.318309886,12.5,8137.5,0,8125,"confident","5441214c8e76d3a7063e0d099fd70f9b",0.007431887,182,32,31,1,50.88834765,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",60.35533906,41.42135624,"acrylic polymers",1.18,"TODO(cite): polymer density handbook/default table","settling","settling",0.5,20.71067812,27110.2142656692,31990.0528334897,29821.2356922362
171,"MBMS_06_07DEC23_Pst1DS_1of1_rt",0.600637917,TRUE,"poly(ethylene)",6250,220.7106781,115.1387819,54.28231824,2.121110255,0.62023577,5025,8312.5,5000,8275,"confident","caf34cca4abd72124cdc8cdd2b047fa8",0.007511078,110,110,118,1,84.71055006,"<212 µm",6,1,"CRR20231207SS_2","river water","plastic","sample","Carmel","surface","20231207",2023-12-07,"fragment",115.1387819,54.28231824,"polyethylene",0.94,"TODO(cite): polymer density handbook/default table","buoyant","buoyant",0.5,27.14115912,88819.2355344377,83490.0814023714,97701.1590878815
